Date,Open,High,Low,Close,Adj Close,Volume,Price Movement
5/21/2021,1872.099976,1876.699951,1872.099976,1876.699951,1876.699951,5,Down
5/24/2021,1882.099976,1884.599976,1882.099976,1884.599976,1884.599976,39,Up
5/25/2021,1882.5,1898.099976,1882.5,1898.099976,1898.099976,56,Up
5/26/2021,1901.300049,1901.300049,1901.300049,1901.300049,1901.300049,170526,Up
5/27/2021,1896.800049,1903.900024,1888.199951,1895.699951,1895.699951,35794,Down
5/28/2021,1897.5,1905.400024,1881.900024,1902.5,1902.5,2415,Up
6/1/2021,1905.099976,1916.199951,1892.800049,1902.900024,1902.900024,640,Up
6/2/2021,1899.199951,1908.800049,1896,1907.5,1907.5,1267,Up
6/3/2021,1908.800049,1908.800049,1865,1871.199951,1871.199951,1021,Down
6/4/2021,1869.300049,1895.5,1854,1889.800049,1889.800049,367,Up
6/7/2021,1890.5,1899.699951,1883.199951,1896.800049,1896.800049,87,Up
6/8/2021,1896.5,1902.900024,1890,1892.199951,1892.199951,930,Down
6/9/2021,1894.900024,1897.699951,1889.199951,1893.199951,1893.199951,148,Up
6/10/2021,1887.699951,1899.800049,1871.5,1894.199951,1894.199951,186,Up
6/11/2021,1900.900024,1902.300049,1875.199951,1877.400024,1877.400024,349,Down
6/14/2021,1866.199951,1866.599976,1846.5,1864,1864,41,Down
6/15/2021,1866.400024,1867.199951,1854.400024,1854.5,1854.5,78,Down
6/16/2021,1859.400024,1860.099976,1809.199951,1859.5,1859.5,117,Up
6/17/2021,1811.800049,1823.300049,1769.599976,1773.800049,1773.800049,1135,Down
6/18/2021,1775.699951,1792.400024,1767.900024,1767.900024,1767.900024,354,Down
6/21/2021,1768.800049,1785.199951,1766.800049,1781.800049,1781.800049,38,Up
6/22/2021,1783.400024,1786.900024,1775.900024,1776.300049,1776.300049,101,Down
6/23/2021,1780.699951,1793.199951,1780.599976,1782.300049,1782.300049,136,Up
6/24/2021,1778.900024,1786.400024,1775.599976,1775.599976,1775.599976,78,Down
6/25/2021,1777.699951,1788,1775.199951,1776.599976,1776.599976,35,Up
6/28/2021,1779.599976,1779.599976,1779.599976,1779.599976,1779.599976,888,Up
6/29/2021,1776.800049,1777.099976,1752.099976,1762.800049,1762.800049,419,Down
6/30/2021,1761.099976,1770.800049,1759.199951,1770.800049,1770.800049,51,Up
7/1/2021,1775.699951,1781.199951,1768.800049,1775.900024,1775.900024,44,Up
7/2/2021,1778.699951,1787.900024,1778.300049,1782.599976,1782.599976,23,Up
7/6/2021,1786.699951,1809.800049,1786.699951,1793.5,1793.5,332,Up
7/7/2021,1798.699951,1808.400024,1797.199951,1801.5,1801.5,244,Up
7/8/2021,1797,1818.5,1797,1799.599976,1799.599976,148,Down
7/9/2021,1803.599976,1810.099976,1798.800049,1810,1810,218,Up
7/12/2021,1802.599976,1805.5,1799.5,1805.5,1805.5,147,Down
7/13/2021,1808.099976,1812,1800.599976,1809.400024,1809.400024,78,Up
7/14/2021,1813.099976,1829,1813.099976,1824.300049,1824.300049,707,Up
7/15/2021,1831.599976,1833,1823.400024,1828.400024,1828.400024,99,Up
7/16/2021,1830.099976,1831.400024,1814.5,1814.5,1814.5,78,Down
7/19/2021,1803.300049,1813.400024,1803.300049,1808.699951,1808.699951,33,Down
7/20/2021,1812.900024,1824,1810.900024,1810.900024,1810.900024,128,Up
7/21/2021,1807,1807,1800,1802.900024,1802.900024,135,Down
7/22/2021,1793.599976,1805,1793.599976,1805,1805,2,Up
7/23/2021,1800,1801.400024,1800,1801.400024,1801.400024,1,Down
7/26/2021,1802.5,1802.5,1797.199951,1798.699951,1798.699951,17,Down
7/27/2021,1803.699951,1803.699951,1799.5,1799.5,1799.5,1,Up
7/29/2021,1806.599976,1832.599976,1806.099976,1831.199951,1831.199951,30496,Up
7/30/2021,1828,1830.5,1808.900024,1812.599976,1812.599976,3100,Down
8/2/2021,1812.400024,1818.699951,1804.800049,1818.099976,1818.099976,1334,Up
8/3/2021,1812.300049,1813.5,1806,1810.099976,1810.099976,3341,Down
8/4/2021,1809.300049,1831.300049,1806.300049,1810.5,1810.5,2860,Up
8/5/2021,1810.800049,1813.699951,1796,1805.099976,1805.099976,588,Down
8/6/2021,1799.800049,1800.099976,1758.400024,1760,1760,859,Down
8/9/2021,1753.5,1753.800049,1692.599976,1723.400024,1723.400024,1621,Down
8/10/2021,1728.599976,1735.199951,1720.099976,1728.800049,1728.800049,1363,Up
8/11/2021,1727.300049,1752.199951,1727.300049,1750.400024,1750.400024,542,Up
8/12/2021,1749.699951,1752.400024,1745.5,1749,1749,739,Down
8/13/2021,1758.300049,1777.300049,1757.400024,1775.199951,1775.199951,436,Up
8/16/2021,1776.900024,1787.800049,1771.900024,1786.900024,1786.900024,219,Up
8/17/2021,1787.699951,1794.199951,1780,1785,1785,200,Down
8/18/2021,1787.800049,1791.5,1779,1781.599976,1781.599976,263,Down
8/19/2021,1780,1789.300049,1775.5,1780.199951,1780.199951,245,Down
8/20/2021,1784.099976,1787.5,1778.199951,1781,1781,235,Up
8/23/2021,1776.800049,1804.800049,1776.800049,1803.199951,1803.199951,32,Up
8/24/2021,1801,1805.599976,1801,1805.599976,1805.599976,22,Up
8/25/2021,1792,1792.900024,1784,1788.199951,1788.199951,812,Down
8/26/2021,1787.400024,1792.199951,1781,1792.199951,1792.199951,61,Up
8/27/2021,1803.400024,1816.599976,1803.099976,1816.599976,1816.599976,1219,Up
8/30/2021,1818.199951,1820.300049,1807.800049,1809,1809,684,Down
8/31/2021,1815.900024,1815.900024,1801.099976,1815,1815,82,Up
9/1/2021,1813.5,1815.900024,1809.5,1813.099976,1813.099976,114,Down
9/2/2021,1813.199951,1813.900024,1806.800049,1808.699951,1808.699951,26,Down
9/3/2021,1820.900024,1833.900024,1818.900024,1830.900024,1830.900024,53,Up
9/7/2021,1825.699951,1825.699951,1792.699951,1795.900024,1795.900024,48,Down
9/8/2021,1781.699951,1790.699951,1781.699951,1790.699951,1790.699951,69,Down
9/9/2021,1798.699951,1798.699951,1787.900024,1797.400024,1797.400024,49,Up
9/10/2021,1789.599976,1789.599976,1789.599976,1789.599976,1789.599976,0,Down
9/13/2021,1789.800049,1796,1784,1792,1792,533,Up
9/14/2021,1791.400024,1806.199951,1783,1804.699951,1804.699951,764,Up
9/15/2021,1803.699951,1803.699951,1792.400024,1792.400024,1792.400024,59,Down
9/16/2021,1792.900024,1792.900024,1743.900024,1754.599976,1754.599976,1645,Down
9/17/2021,1758.800049,1763,1749.400024,1749.400024,1749.400024,581,Down
9/20/2021,1751.800049,1761.800049,1750.900024,1761.800049,1761.800049,185,Up
9/21/2021,1762.199951,1776,1759,1776,1776,106,Up
9/22/2021,1776.699951,1784.300049,1767,1776.699951,1776.699951,17,Up
9/23/2021,1766.800049,1766.800049,1738.199951,1747.699951,1747.699951,31,Down
9/24/2021,1749.699951,1749.699951,1745,1749.699951,1749.699951,76,Up
9/27/2021,1751.699951,1754.400024,1747.5,1750,1750,808,Up
9/28/2021,1739.599976,1741.699951,1726.800049,1735.800049,1735.800049,15748,Down
9/29/2021,1732.400024,1744.099976,1721.400024,1721.5,1721.5,6634,Down
9/30/2021,1725.5,1760.300049,1724.5,1755.300049,1755.300049,997,Up
10/1/2021,1754.300049,1762.599976,1748.5,1757,1757,2220,Up
10/4/2021,1764.5,1768.900024,1749.5,1766.199951,1766.199951,417,Up
10/5/2021,1764.300049,1764.300049,1749,1759.599976,1759.599976,98,Down
10/6/2021,1759.300049,1762.900024,1744.699951,1760.5,1760.5,56,Up
10/7/2021,1762.400024,1762.400024,1752.800049,1757.900024,1757.900024,336,Down
10/8/2021,1757,1780,1754.199951,1756.300049,1756.300049,254,Down
10/11/2021,1756.599976,1757.800049,1752.199951,1754.599976,1754.599976,128,Down
10/12/2021,1751.900024,1768,1749.800049,1758.300049,1758.300049,139,Up
10/13/2021,1760.800049,1794.5,1760.800049,1793.699951,1793.699951,150,Up
10/14/2021,1792.199951,1799.900024,1792,1796.699951,1796.699951,337,Up
10/15/2021,1794.5,1795.400024,1766.599976,1767.199951,1767.199951,874,Down
10/18/2021,1761.599976,1770.099976,1759.5,1764.800049,1764.800049,266,Down
10/19/2021,1777.599976,1785,1767.5,1769.699951,1769.699951,51,Up
10/20/2021,1774.599976,1785.599976,1774,1784.099976,1784.099976,127,Up
10/21/2021,1782,1785.699951,1781,1781.199951,1781.199951,146,Down
10/22/2021,1787.099976,1806.900024,1784,1795.5,1795.5,532,Up
10/25/2021,1794.300049,1809,1794,1806,1806,140,Up
10/26/2021,1808.800049,1808.800049,1788.599976,1792.699951,1792.699951,359,Down
10/27/2021,1791.5,1798.099976,1791.5,1797.900024,1797.900024,543,Up
10/28/2021,1795.5,1807.300049,1795.5,1801.599976,1801.599976,452,Up
10/29/2021,1793.099976,1797,1774.599976,1783,1783,583,Down
11/1/2021,1787.5,1795.099976,1786.699951,1795.099976,1795.099976,142,Up
11/2/2021,1790.5,1795.5,1787.699951,1788.699951,1788.699951,213,Down
11/3/2021,1768,1768,1761.800049,1763.599976,1763.599976,108,Down
11/4/2021,1776.599976,1798.199951,1776.199951,1793,1793,103,Up
11/5/2021,1794.900024,1817.099976,1794.900024,1816.400024,1816.400024,239,Up
11/8/2021,1817,1827.400024,1816.900024,1827.400024,1827.400024,261,Up
11/9/2021,1826.099976,1832.699951,1820.699951,1830.199951,1830.199951,170,Up
11/10/2021,1825.800049,1865,1824.900024,1847.599976,1847.599976,795,Up
11/11/2021,1853.900024,1866.5,1853.900024,1863.199951,1863.199951,292,Up
11/12/2021,1860.800049,1867.900024,1847.599976,1867.900024,1867.900024,210,Up
11/15/2021,1864.5,1866.900024,1864.5,1866.099976,1866.099976,87,Down
11/16/2021,1853.599976,1853.599976,1853.599976,1853.599976,1853.599976,1,Down
11/17/2021,1862.599976,1869.699951,1862.599976,1869.699951,1869.699951,2,Up
11/18/2021,1861,1861,1861,1861,1861,9,Down
11/19/2021,1851.199951,1851.199951,1851.199951,1851.199951,1851.199951,21,Down
11/22/2021,1841.599976,1841.599976,1805.699951,1806,1806,14,Down
11/23/2021,1795.5,1795.5,1783.5,1783.5,1783.5,264,Down
11/24/2021,1793,1793,1781.400024,1784.099976,1784.099976,188,Up
11/26/2021,1791.099976,1791.400024,1785.300049,1785.300049,1785.300049,186800,Up
11/29/2021,1791.699951,1798.900024,1779.099976,1782.300049,1782.300049,26926,Down
11/30/2021,1783.900024,1808.099976,1768.699951,1773.599976,1773.599976,4903,Down
12/1/2021,1774.800049,1790.5,1772.300049,1781.599976,1781.599976,1128,Up
12/2/2021,1780.900024,1780.900024,1760.599976,1760.699951,1760.699951,1557,Down
12/3/2021,1767.5,1785.099976,1766.5,1782,1782,694,Up
12/6/2021,1780.199951,1783,1777.199951,1777.5,1777.5,381,Down
12/7/2021,1779.5,1786.099976,1772.300049,1782.599976,1782.599976,308,Up
12/8/2021,1789.900024,1789.900024,1779,1783.400024,1783.400024,1383,Up
12/9/2021,1783.5,1783.5,1771.800049,1774.599976,1774.599976,455,Down
12/10/2021,1773.800049,1785.400024,1769.099976,1782.900024,1782.900024,545,Up
12/13/2021,1784.400024,1787.099976,1783.800049,1786.300049,1786.300049,206,Up
12/14/2021,1787,1787,1769,1770.400024,1770.400024,322,Down
12/15/2021,1767.400024,1778.699951,1753.900024,1762.599976,1762.599976,283,Down
12/16/2021,1781,1798.099976,1781,1796.599976,1796.599976,21,Up
12/17/2021,1804,1812.900024,1803.800049,1803.800049,1803.800049,654,Up
12/20/2021,1796.800049,1799.800049,1792,1793.699951,1793.699951,226,Down
12/21/2021,1791.400024,1796.5,1787.900024,1787.900024,1787.900024,575,Down
12/22/2021,1786,1805.199951,1785.5,1801.599976,1801.599976,567,Up
12/23/2021,1806,1811.199951,1800.800049,1811.199951,1811.199951,193,Up
12/27/2021,1810,1812.099976,1807,1808.099976,1808.099976,150,Down
12/28/2021,1812,1818,1805.5,1810.199951,1810.199951,146,Up
12/29/2021,1803.199951,1805.099976,1791.400024,1805.099976,1805.099976,623,Down
12/30/2021,1801.699951,1816,1796,1812.699951,1812.699951,306,Up
12/31/2021,1825.099976,1827.800049,1821.400024,1827.5,1827.5,80,Up
1/3/2022,1830.099976,1830.099976,1798.800049,1799.400024,1799.400024,116,Down
1/4/2022,1800.5,1815.300049,1800,1814,1814,38,Up
1/5/2022,1813.099976,1824.599976,1813.099976,1824.599976,1824.599976,8,Up
1/6/2022,1787.099976,1791.300049,1787.099976,1788.699951,1788.699951,30,Down
1/7/2022,1791.800049,1797,1784.400024,1797,1797,17,Up
1/10/2022,1794.900024,1798.699951,1790.400024,1798.400024,1798.400024,534,Up
1/11/2022,1803.900024,1822.5,1803,1818.599976,1818.599976,743,Up
1/12/2022,1819,1827.199951,1816.900024,1827.199951,1827.199951,1547,Up
1/13/2022,1819.800049,1823,1815.400024,1821.199951,1821.199951,40,Down
1/14/2022,1821.5,1822,1816.5,1816.5,1816.5,816,Down
1/18/2022,1816.800049,1820.099976,1812.300049,1812.300049,1812.300049,900,Down
1/19/2022,1817.400024,1843.099976,1817.400024,1843.099976,1843.099976,4,Up
1/20/2022,1840.599976,1843,1838.199951,1842.5,1842.5,20,Down
1/21/2022,1838,1842.400024,1828.900024,1831.800049,1831.800049,19,Down
1/24/2022,1837.900024,1842.099976,1837.900024,1841.699951,1841.699951,8,Up
1/25/2022,1843,1852.699951,1842,1852.699951,1852.699951,11,Up
1/26/2022,1829.900024,1829.900024,1829.900024,1829.900024,1829.900024,55,Down
1/27/2022,1793.300049,1793.300049,1793.300049,1793.300049,1793.300049,196036,Down
1/28/2022,1797.5,1798.400024,1778.800049,1784.900024,1784.900024,28521,Down
1/31/2022,1788.5,1798.5,1785.099976,1795,1795,1735,Up
2/1/2022,1797.199951,1806.099976,1797.099976,1800.300049,1800.300049,223,Up
2/2/2022,1797.800049,1810.099976,1795.099976,1809.199951,1809.199951,1690,Up
2/3/2022,1805.800049,1808.099976,1787.900024,1803,1803,466,Down
2/4/2022,1806,1813.699951,1792.5,1806.599976,1806.599976,571,Up
2/7/2022,1812.199951,1821.300049,1809.099976,1820.599976,1820.599976,601,Up
2/8/2022,1818.900024,1827.599976,1815,1826.599976,1826.599976,108,Up
2/9/2022,1825.400024,1835.199951,1825.300049,1835.199951,1835.199951,683,Up
2/10/2022,1833.300049,1842.099976,1820.800049,1836.199951,1836.199951,365,Up
2/11/2022,1822,1864.800049,1822,1840.800049,1840.800049,181,Up
2/14/2022,1861.800049,1870.599976,1854.599976,1868,1868,79,Up
2/15/2022,1872.599976,1879.699951,1847.400024,1854.800049,1854.800049,86,Down
2/16/2022,1858.699951,1870.199951,1856.300049,1870.199951,1870.199951,34,Up
2/17/2022,1876.300049,1900.699951,1876.199951,1900.699951,1900.699951,393,Up
2/18/2022,1899.400024,1899.400024,1890.699951,1898.599976,1898.599976,51,Down
2/22/2022,1908.099976,1912,1890.800049,1906.099976,1906.099976,173,Up
2/23/2022,1896.599976,1910.599976,1895.699951,1909.199951,1909.199951,73,Up
2/24/2022,1911.900024,1972.5,1911.699951,1925.099976,1925.099976,2706,Up
2/25/2022,1906.900024,1920,1883.599976,1886.5,1886.5,586,Down
2/28/2022,1928.300049,1928.400024,1894.199951,1899.400024,1899.400024,390,Up
3/1/2022,1908.300049,1942.400024,1903.800049,1942.400024,1942.400024,547,Up
3/2/2022,1945.599976,1948.199951,1919.800049,1920.900024,1920.900024,109,Down
3/3/2022,1930.5,1940.300049,1924.800049,1934.400024,1934.400024,122,Up
3/4/2022,1937,1970.900024,1935.599976,1965.099976,1965.099976,47,Up
3/7/2022,1989,2001.099976,1963,1993.900024,1993.900024,2516,Up
3/8/2022,1999.400024,2072,1998,2040.099976,2040.099976,1813,Up
3/9/2022,2053.600098,2063,1980.800049,1985.900024,1985.900024,1022,Down
3/10/2022,1978.099976,2010.5,1978.099976,1998.099976,1998.099976,670,Up
3/11/2022,1985,1996,1959.900024,1982.699951,1982.699951,865,Down
3/14/2022,1976.5,1977.699951,1959.599976,1959.599976,1959.599976,145,Down
3/15/2022,1939.800049,1939.900024,1910.699951,1928.5,1928.5,71,Down
3/16/2022,1922.400024,1922.400024,1907.199951,1908,1908,104,Down
3/17/2022,1933.900024,1947.199951,1933.900024,1942.099976,1942.099976,39,Up
3/18/2022,1934.5,1939.300049,1928.199951,1928.199951,1928.199951,28,Down
3/21/2022,1925.400024,1928.599976,1925,1928.599976,1928.599976,5,Up
3/22/2022,1920.699951,1920.699951,1920.699951,1920.699951,1920.699951,26,Down
3/23/2022,1936.599976,1936.599976,1936.599976,1936.599976,1936.599976,204,Up
3/24/2022,1963.599976,1964,1961.599976,1961.599976,1961.599976,8,Up
3/25/2022,1953.800049,1953.800049,1953.800049,1953.800049,1953.800049,83,Down
3/28/2022,1932.599976,1939.599976,1932.599976,1939.599976,1939.599976,7,Down
3/29/2022,1893.5,1912,1893.5,1912,1912,128051,Down
3/30/2022,1918.400024,1937,1914.5,1933.5,1933.5,17765,Up
3/31/2022,1933.5,1949.900024,1919.099976,1949.199951,1949.199951,3617,Up
4/1/2022,1935,1938,1917,1919.099976,1919.099976,1016,Down
4/4/2022,1921.199951,1936.099976,1915.599976,1929.199951,1929.199951,371,Up
4/5/2022,1927.099976,1943.5,1918.400024,1922.900024,1922.900024,412,Down
4/6/2022,1916.699951,1931.800049,1916.699951,1918.400024,1918.400024,138,Down
4/7/2022,1919.5,1934.800049,1919.5,1933.800049,1933.800049,311,Up
4/8/2022,1928.800049,1947.699951,1928.800049,1941.599976,1941.599976,153,Up
4/11/2022,1946.599976,1968.400024,1941.800049,1944.300049,1944.300049,163,Up
4/12/2022,1952.5,1977.099976,1950.599976,1972.099976,1972.099976,246,Up
4/13/2022,1969.5,1981,1969.5,1981,1981,204,Up
4/14/2022,1977.199951,1978.699951,1963,1970.900024,1970.900024,101,Down
4/18/2022,1973.400024,1997.099976,1972.800049,1982.900024,1982.900024,196,Up
4/19/2022,1973.800049,1978.300049,1945.699951,1955.699951,1955.699951,130,Down
4/20/2022,1945.5,1953.599976,1945.5,1952.300049,1952.300049,621,Down
4/21/2022,1942.5,1944.900024,1942.5,1944.900024,1944.900024,4,Down
4/22/2022,1949.599976,1950.400024,1930.199951,1931,1931,178,Down
4/25/2022,1925,1925,1889.300049,1893.199951,1893.199951,748,Down
4/26/2022,1900.5,1909.099976,1894,1901.400024,1901.400024,302,Up
4/27/2022,1897.800049,1900.599976,1882.199951,1885.900024,1885.900024,1786,Down
4/28/2022,1883.800049,1893,1872.900024,1888.699951,1888.699951,513,Up
4/29/2022,1902.699951,1918.199951,1902.400024,1909.300049,1909.300049,132,Up
5/2/2022,1896.699951,1896.800049,1853,1861.800049,1861.800049,385,Down
5/3/2022,1868.800049,1868.800049,1868.800049,1868.800049,1868.800049,466,Up
5/4/2022,1867,1867,1867,1867,1867,1,Down
5/5/2022,1897,1904.300049,1874,1874,1874,80,Up
5/6/2022,1874.699951,1890.300049,1871.5,1881.199951,1881.199951,214,Up
5/9/2022,1866.599976,1867.5,1854,1857.099976,1857.099976,304,Down
5/10/2022,1839.900024,1839.900024,1839.900024,1839.900024,1839.900024,1540,Down
5/11/2022,1841.5,1852.599976,1841,1852.599976,1852.599976,892,Up
5/12/2022,1849.800049,1851.900024,1822.199951,1823.800049,1823.800049,153,Down
5/13/2022,1825,1825,1807.400024,1807.400024,1807.400024,335,Down
5/16/2022,1790.5,1813.5,1787,1813.5,1813.5,34,Up
5/17/2022,1824.900024,1828.599976,1816.699951,1818.199951,1818.199951,121,Up
5/18/2022,1815,1819.699951,1805,1815.900024,1815.900024,311,Down
5/19/2022,1810.900024,1841.199951,1810.699951,1841.199951,1841.199951,138,Up
5/20/2022,1839.099976,1841.800049,1836.300049,1841.800049,1841.800049,110,Up
5/23/2022,1846.300049,1863,1845.800049,1847.800049,1847.800049,216,Up
5/24/2022,1852.5,1867,1852.5,1865.099976,1865.099976,33,Up
5/25/2022,1846.199951,1846.199951,1846.199951,1846.199951,1846.199951,0,Down
5/26/2022,1840.400024,1847.400024,1840.400024,1847.400024,1847.400024,123355,Up
5/27/2022,1848.300049,1860.699951,1845.900024,1851.300049,1851.300049,30091,Up
5/31/2022,1850.300049,1862.099976,1832.800049,1842.699951,1842.699951,4073,Down
6/1/2022,1831,1847.900024,1825.300049,1843.300049,1843.300049,1623,Up
6/2/2022,1845.400024,1868.699951,1842.099976,1866.5,1866.5,551,Up
6/3/2022,1867.599976,1871.800049,1845.400024,1845.400024,1845.400024,53,Down
6/6/2022,1849,1854.099976,1839.199951,1839.199951,1839.199951,142,Down
6/7/2022,1836.900024,1851.599976,1835,1847.5,1847.5,1168,Up
6/8/2022,1844.800049,1855,1844.400024,1851.900024,1851.900024,218,Up
6/9/2022,1846.099976,1850.099976,1837.900024,1848.800049,1848.800049,159,Down
6/10/2022,1842.699951,1875.599976,1823.900024,1871.5,1871.5,1490,Up
6/13/2022,1873.800049,1873.800049,1818.699951,1828,1828,127,Down
6/14/2022,1825,1825.5,1805.300049,1809.5,1809.5,536,Down
6/15/2022,1814.099976,1839,1810.800049,1815.300049,1815.300049,108,Up
6/16/2022,1819.199951,1850.599976,1814.900024,1845.699951,1845.699951,136,Up
6/17/2022,1853.699951,1853.699951,1833.599976,1835.599976,1835.599976,170,Down
6/21/2022,1835.300049,1838.599976,1830.099976,1834.599976,1834.599976,216,Down
6/22/2022,1829.5,1842.699951,1821.599976,1834.300049,1834.300049,115,Down
6/23/2022,1835.5,1841.199951,1825.699951,1825.699951,1825.699951,9,Down
6/24/2022,1820.5,1826.5,1815.800049,1826.5,1826.5,61,Up
6/27/2022,1830.5,1830.699951,1819.900024,1820.900024,1820.900024,77,Down
6/28/2022,1824.199951,1826,1817.5,1817.5,1817.5,391,Down
6/29/2022,1818.300049,1830.300049,1812.800049,1813.699951,1813.699951,173,Down
6/30/2022,1809.599976,1817.300049,1801,1804.099976,1804.099976,328,Down
7/1/2022,1795.5,1806.099976,1791.599976,1798.900024,1798.900024,77,Down
7/5/2022,1805.400024,1805.400024,1761.800049,1761.800049,1761.800049,64,Down
7/6/2022,1762.5,1768,1734,1734.900024,1734.900024,1729,Down
7/7/2022,1745.199951,1745.199951,1737,1737.900024,1737.900024,1869,Up
7/8/2022,1738.099976,1749.300049,1732.099976,1740.599976,1740.599976,370,Up
7/11/2022,1732.5,1736.699951,1730,1730,1730,75,Down
7/12/2022,1734.199951,1735.5,1723.300049,1723.300049,1723.300049,451,Down
7/13/2022,1710,1734.199951,1710,1734.199951,1734.199951,368,Up
7/14/2022,1710.300049,1710.5,1704.5,1704.5,1704.5,1289,Down
7/15/2022,1705.400024,1709.699951,1701.099976,1702.400024,1702.400024,721,Down
7/18/2022,1712.199951,1712.400024,1709.199951,1709.199951,1709.199951,264,Up
7/19/2022,1712.300049,1714.400024,1706.099976,1710,1710,1684,Up
7/20/2022,1707.099976,1708.5,1699.5,1699.5,1699.5,130,Down
7/21/2022,1687,1715.5,1679.800049,1712.699951,1712.699951,183,Up
7/22/2022,1713.300049,1735,1713,1727.099976,1727.099976,61,Up
7/25/2022,1727,1732,1719,1719,1719,67,Down
7/26/2022,1718,1718,1717.699951,1717.699951,1717.699951,1,Down
7/27/2022,1719.099976,1719.099976,1719.099976,1719.099976,1719.099976,144865,Up
7/28/2022,1732.300049,1755,1732,1750.300049,1750.300049,37236,Up
7/29/2022,1754,1765.699951,1750,1762.900024,1762.900024,3485,Up
8/1/2022,1763.900024,1772.5,1756.099976,1769,1769,705,Up
8/2/2022,1772.099976,1786.599976,1759.400024,1771.099976,1771.099976,1078,Up
8/3/2022,1756.699951,1770.5,1753,1758,1758,399,Down
8/4/2022,1769.400024,1792.099976,1767.699951,1788.5,1788.5,285,Up
8/5/2022,1791.199951,1791.400024,1764.199951,1772.900024,1772.900024,645,Down
8/8/2022,1771.800049,1786.800049,1771.800049,1786.800049,1786.800049,127,Up
8/9/2022,1790,1796.099976,1789,1794,1794,249,Up
8/10/2022,1804.400024,1804.900024,1787.800049,1795.599976,1795.599976,601,Up
8/11/2022,1794.300049,1794.300049,1785.699951,1789.699951,1789.699951,1235,Down
8/12/2022,1786.300049,1800.400024,1784.300049,1798.599976,1798.599976,187,Up
8/15/2022,1799,1799,1774.699951,1781.400024,1781.400024,64,Down
8/16/2022,1777.400024,1777.400024,1771.400024,1773.199951,1773.199951,308,Down
8/17/2022,1769.699951,1769.699951,1760,1760.300049,1760.300049,23,Down
8/18/2022,1762.900024,1762.900024,1753.400024,1755.300049,1755.300049,321,Down
8/19/2022,1753.699951,1754.300049,1747.5,1747.599976,1747.599976,49,Down
8/22/2022,1740.5,1740.5,1726.5,1734,1734,347,Down
8/23/2022,1738,1748.900024,1731.900024,1746.800049,1746.800049,509,Up
8/24/2022,1745,1751.800049,1743.599976,1747.800049,1747.800049,187,Up
8/25/2022,1761.599976,1761.800049,1755,1757.699951,1757.699951,172,Up
8/26/2022,1754,1755,1736.099976,1736.099976,1736.099976,202,Down
8/29/2022,1732.400024,1741.199951,1732.099976,1736.599976,1736.599976,950,Up
8/30/2022,1736.400024,1739,1720.699951,1723.199951,1723.199951,385,Down
8/31/2022,1718.300049,1720.900024,1708.5,1712.800049,1712.800049,2133,Down
9/1/2022,1707.900024,1707.900024,1693.900024,1696.599976,1696.599976,683,Down
9/2/2022,1703.400024,1715.699951,1703.099976,1709.800049,1709.800049,182,Up
9/6/2022,1709.699951,1717.400024,1699.699951,1700.400024,1700.400024,697,Down
9/7/2022,1694.800049,1715.300049,1694.699951,1715.300049,1715.300049,651,Up
9/8/2022,1718.199951,1718.199951,1705.300049,1708,1708,1193,Down
9/9/2022,1719.199951,1720,1712.800049,1716.199951,1716.199951,635,Up
9/12/2022,1727.400024,1728.099976,1727.400024,1728.099976,1728.099976,68,Up
9/13/2022,1720.5,1720.5,1697.300049,1705,1705,432,Down
9/14/2022,1698.699951,1701.800049,1696.5,1696.5,1696.5,532,Down
9/15/2022,1685.5,1686,1662.300049,1665.400024,1665.400024,1125,Down
9/16/2022,1660.400024,1674.900024,1651.699951,1671.699951,1671.699951,464,Up
9/19/2022,1661.800049,1669.400024,1658.5,1666.199951,1666.199951,580,Down
9/20/2022,1659.699951,1659.699951,1659.699951,1659.699951,1659.699951,2830,Down
9/21/2022,1665.5,1680.099976,1664.599976,1664.599976,1664.599976,2337,Up
9/22/2022,1668.300049,1670.800049,1668.300049,1670.800049,1670.800049,973,Up
9/23/2022,1667,1667,1645.300049,1645.300049,1645.300049,1224,Down
9/26/2022,1623.300049,1623.300049,1623.300049,1623.300049,1623.300049,1205,Down
9/27/2022,1632.199951,1636.599976,1626.699951,1626.699951,1626.699951,888,Up
9/28/2022,1620.400024,1660.400024,1620.400024,1660.400024,1660.400024,18311,Up
9/29/2022,1657,1662.599976,1640,1658.5,1658.5,6028,Down
9/30/2022,1661.699951,1672.699951,1658,1662.400024,1662.400024,548,Up
10/3/2022,1667.199951,1700,1661.900024,1692.900024,1692.900024,410,Up
10/4/2022,1701.199951,1728,1696,1721.099976,1721.099976,291,Up
10/5/2022,1724.099976,1726.599976,1703,1711.400024,1711.400024,418,Down
10/6/2022,1721,1723.300049,1709.099976,1711.699951,1711.699951,133,Up
10/7/2022,1710.099976,1710.099976,1693.699951,1700.5,1700.5,179,Down
10/10/2022,1693.400024,1693.400024,1667,1667.300049,1667.300049,195,Down
10/11/2022,1661.800049,1678.699951,1661,1678.699951,1678.699951,167,Up
10/12/2022,1668,1672.699951,1668,1670.300049,1670.300049,149,Down
10/13/2022,1675.199951,1675.300049,1641.5,1670,1670,729,Down
10/14/2022,1665.300049,1667,1640,1641.699951,1641.699951,82,Down
10/17/2022,1650.199951,1657,1646.800049,1657,1657,238,Up
